index,text,start_char,end_char,char_count,word_count,metadata
123,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
124,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
125,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
126,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
127,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
128,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
129,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
130,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
131,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
132,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
133,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
134,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
135,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
136,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
137,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
138,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
139,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
140,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
141,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
142,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
143,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
144,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
145,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
146,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
147,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
148,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
149,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
150,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
151,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
152,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
153,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
154,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
155,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
156,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
157,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
158,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
159,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
160,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
161,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
162,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
163,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
164,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
165,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
166,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
167,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
168,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
169,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
170,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
171,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
172,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
173,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
174,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
175,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
176,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
177,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
178,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
179,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
180,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
181,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
182,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
183,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
184,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
185,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
186,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
187,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
188,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
189,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
190,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
191,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
192,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
193,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
194,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
195,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
196,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
197,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
198,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
199,convert this back to a single slope and get rid of that and I'll put a simple 30 degree angle here.,13322,13422,99,21,"{'chunk_size': 1000, 'overlap': 100, 'mode': 'advanced'}"
